视频名称,标注,时间段,说明
shemochina_258,明显性行为：性交,1-133秒,男女受试者进行性交
shemochina_259,明显性行为：性行为,1-62秒,男女受试者进行性行为
shemochina_260,身体暴露：乳房，臀部和私密部位,1-63秒,女性受试者露出臀部，私密部位和胸部
shemochina_261,明显性行为：性交和性行为,1-61秒,男女受试者进行性交和性行为
shemochina_262,正常,,
shemochina_263,不当触摸：揉捏胸部,1-10秒,女性受试者被揉捏胸部
shemochina_264,明显性行为：性交,1-62秒,男女受试者进行性交
shemochina_265,明显性行为：性交和性行为,1-190秒,男女受试者进行性交和性行为
shemochina_266,明显性行为：性行为,1-10秒,男女受试者进行性行为
shemochina_267,正常,,
shemochina_268,不当触摸：触摸私处,1-28秒,女性受试者被触摸私处
shemochina_269,不当触摸：揉捏胸部,1-10秒,女性受试者被揉捏胸部
shemochina_270,不当触摸：揉捏胸部,1-61秒,女性受试者被揉捏胸部
shemochina_271,明显性行为：性行为,1-62秒,男女受试者进行性行为
shemochina_272,明显性行为：性交,20-59秒,男女受试者进行性交
shemochina_273,明显性行为：性行为,1-7秒,男女受试者进行性行为
shemochina_274,身体暴露：乳房和私密部位,1-60秒,女性受试者露出私密部位和胸部
shemochina_275,明显性行为：性行为,1-45秒,男女受试者进行性行为
shemochina_276,明显性行为：性行为,40-147秒,男女受试者进行性行为
shemochina_277,明显性行为：性交,1-251秒,男女受试者进行性交
shemochina_278,身体暴露：乳房,1-187秒,女性受试者露出胸部
shemochina_279,身体暴露：乳房；不当触摸：揉捏胸部,1-14秒,女性受试者露出胸部并被揉捏
shemochina_280,明显性行为：性交,1-45秒,男女受试者进行性交
shemochina_281,明显性行为：性交和性行为,1-65秒,男女受试者进行性交和性行为
shemochina_282,不当触摸：揉捏胸部,1-5秒,女性受试者被揉捏胸部
shemochina_283,正常,,
shemochina_284,身体暴露：乳房；不当触摸：揉捏胸部；明显性行为：性交和性行为,1-190秒,男女受试者进行性交和性行为，女性被揉捏胸部
shemochina_285,不当触摸：揉捏胸部,1-10秒,女性受试者被揉捏胸部
shemochina_286,正常,,
shemochina_287,正常,,
shemochina_288,正常,,
shemochina_289,身体暴露：乳房和私密部位,1-68秒,女性受试者露出胸部和私密部位
shemochina_290,身体暴露：私密部位,1-272秒,女性受试者露出私密部位
shemochina_291,身体暴露：乳房,1-107秒,女性受试者露出胸部
shemochina_292,身体暴露：私密部位；不当触摸：触摸私处,70-135秒,女性受试者露出私密部位并被触摸私处
shemochina_293,身体暴露：私密部位；不当触摸：触摸私处,5-220秒,女性受试者露出私密部位并被触摸私处
shemochina_294,性暗示动作：具有明显性暗示的动作,1-14秒,女性受试者做出具有性暗示的动作
shemochina_295,不当触摸：揉捏胸部,1-25秒,女性受试者被揉捏胸部
shemochina_296,不当触摸：揉捏胸部和触摸私处,1-79秒,女性受试者被揉捏胸部和触摸私处
shemochina_297,正常,,
shemochina_298,明显性行为：性交,1-14秒,男女受试者进行性交
shemochina_299,不当触摸：揉捏胸部,1-10秒,女性受试者被揉捏胸部
shemochina_300,不当触摸：揉捏胸部,1-10秒,女性受试者被揉捏胸部
shemochina_301,不当触摸：揉捏胸部,4-17秒,女性受试者被揉捏胸部
shemochina_302,正常,,
shemochina_303,正常,,
shemochina_304,身体暴露：乳房,1-13秒,女性受试者露出胸部
shemochina_305,身体暴露：乳房和私处；不当触摸：揉捏胸部和触摸私处,1-210秒,女性受试者露出胸部和私密部位，并触摸
shemochina_306,明显性行为：性行为,1-215秒,男女受试者进行性行为
shemochina_307,身体暴露：臀部，乳房和私密部位,1-200秒,女性受试者露出臀部，胸部和私密部位
shemochina_308,明显性行为：性交和性行为,1-213秒,男女受试者进行性交和性行为
shemochina_309,身体暴露：乳房和私密部位；不当触摸：触摸私处,1-210秒,女性受试者露出胸部和私密部位，并被触摸
shemochina_310,明显性行为：性交和性行为,1-210秒,男女受试者进行性交和性行为
shemochina_311,不当触摸：揉捏胸部,1-6秒,女性受试者被揉捏胸部
shemochina_312,不当触摸：揉捏胸部,1-3秒,女性受试者被揉捏胸部
shemochina_313,不当触摸：揉捏胸部,1-5秒,女性受试者被揉捏胸部
shemochina_314,不当触摸：揉捏胸部,1-6秒,女性受试者被揉捏胸部
shemochina_315,不当触摸：揉捏胸部,1-4秒,女性受试者被揉捏胸部
shemochina_316,明显性行为：性交,2-9秒,男女受试者进行性交
shemochina_317,明显性行为：性行为,1-120秒,男女受试者进行性行为
shemochina_318,不当触摸：揉捏胸部,1-12秒,女性受试者被揉捏胸部
shemochina_319,正常,,
shemochina_320,明显性行为：性交,15-26秒,男女受试者进行性交
shemochina_321,身体暴露：乳房,3-4秒,女性受试者露出胸部
shemochina_322,正常,,
shemochina_323,不当触摸：揉捏胸部,1-15秒,女性受试者被揉捏胸部
shemochina_324,正常,,
shemochina_325,身体暴露：臀部，乳房和私密部位,1-140秒,女性受试者露出臀部，胸部和私密部位
shemochina_326,身体暴露：乳房，私密部位；明显性行为：性行为,1-327秒,女性受试者露出胸部和私密部位，男女受试者进行性行为
shemochina_327,身体暴露：臀部，乳房和私密部位,1-70秒,女性受试者露出臀部，胸部和私密部位
shemochina_328,正常,,
shemochina_329,身体暴露：乳房和私密部位；性用品展示：成人用品或性玩具的展示使用,1-270秒,女性受试者露出胸部和私密部位，并使用性玩具
shemochina_330,明显性行为：性行为,1-195秒,男女受试者进行性行为
shemochina_331,正常,,
shemochina_332,明显性行为：性交,1-135秒,男女受试者进行性交
shemochina_333,身体暴露：乳房和私密部位；不当触摸：触摸私处,1-109秒,女性受试者露出胸部和私密部位，并触摸
shemochina_334,明显性行为：性交,1-120秒,男女受试者进行性交
shemochina_335,明显性行为：性交,1-71秒,男女受试者进行性交
shemochina_336,明显性行为：性交,1-90秒,男女受试者进行性交
shemochina_337,正常,,
shemochina_338,身体暴露：私密部位,1-25秒,女性受试者露出私密部位
shemochina_339,明显性行为：性行为,1-5秒,男女受试者进行性行为
shemochina_340,正常,,
shemochina_341,身体暴露：乳房,1-4秒,女性受试者露出胸部
shemochina_342,正常,,
shemochina_343,不当接触：揉捏胸部,1-5秒,女性被男性揉捏胸部
shemochina_344,明显性行为：性交,1-3秒,男女受试者进行性交
shemochina_345,明显性行为：性行为,92-122秒,男女受试者进行性行为
shemochina_346,明显性行为：性交,39-120秒,男女受试者进行性交
shemochina_347,明显性行为：性行为,1-110秒,男女受试者进行性行为
shemochina_348,明显性行为：性行为,1-50秒,男女受试者进行性行为
shemochina_349,不当接触：触摸臀部,1-15秒,女性被男性揉捏臀部
shemochina_350,不当接触：揉捏胸部,10-11秒,女性被男性揉捏胸部
shemochina_351,不当接触：揉捏胸部,2-23秒,女性被男性揉捏胸部
shemochina_352,不当接触：揉捏胸部,1-12秒,女性被男性揉捏胸部
shemochina_353,明显性行为：性交,1-7秒,男女受试者进行性交
shemochina_354,身体暴露：乳房和私密部位,1-3秒,女性受试者露出私密部位和胸部
shemochina_355,明显性行为：性行为,1-6秒,男女受试者进行性行为
shemochina_356,明显性行为：性交,1-5秒,男女受试者进行性交
shemochina_357,明显性行为：性交,1-4秒,男女受试者进行性交
shemochina_358,明显性行为：性行为,1-17秒,男女受试者进行性行为
shemochina_359,正常,,
shemochina_360,正常,,
shemochina_361,正常,,
shemochina_362,不当接触：触摸臀部和私处,1-6秒,女性被男性揉捏臀部和触摸私处
shemochina_363,明显性行为：性交,1-22秒,男女受试者进行性交
shemochina_364,明显性行为：性交,1-58秒,男女受试者进行性交
shemochina_365,正常,,
shemochina_366,明显性行为：性交,1-115秒,男女受试者进行性交
shemochina_367,明显性行为：性交,1-69秒,男女受试者进行性交
shemochina_368,不当接触：揉捏胸部,1-8秒,女性被男性揉捏胸部
shemochina_369,明显性行为：性交,11-52秒,男女受试者进行性交
shemochina_370,明显性行为：性行为,1-32秒,男女受试者进行性行为
shemochina_371,明显性行为：性行为,1-79秒,男女受试者进行性行为
shemochina_372,明显性行为：性行为,1-8秒,男女受试者进行性行为
shemochina_373,身体暴露：乳房,1-22秒,女受试者露出胸部
shemochina_374,身体暴露：乳房和隐私部位,1-7秒,女受试者露出胸部和隐私部位
shemochina_375,正常,,
shemochina_376,身体暴露：乳房和隐私部位,1-28秒,女受试者露出胸部和隐私部位
shemochina_377,性暗示动作：具有明显性暗示的动作,1-93秒,男女性受试者做出具有性暗示的动作
shemochina_378,身体暴露：臀部,1-18秒,男受试者露出臀部
shemochina_379,明显性行为：性行为,1-9秒,男女受试者进行性行为
shemochina_380,身体暴露：乳房,1-14秒,女受试者露出胸部
shemochina_381,身体暴露：乳房和隐私部位,1-36秒,女受试者露出胸部和隐私部位
shemochina_382,正常,,
shemochina_383,身体暴露：乳房和隐私部位；不当接触：触摸私处,1-30秒,女受试者露出胸部和隐私部位并触摸
shemochina_384,明显性行为：性交,18-39秒,男女受试者进行性交
shemochina_385,身体暴露：隐私部位,17-25秒,女受试者露出隐私部位
shemochina_386,明显性行为：性交,1-6秒,男女受试者进行性交
shemochina_387,性暗示动作：具有明显性暗示的动作,1-12秒,女性受试者做出具有性暗示的动作
shemochina_388,身体暴露：乳房,1-68秒,女受试者露出胸部
shemochina_389,身体暴露：乳房,1-42秒,女受试者露出胸部
shemochina_390,身体暴露：臀部,1-2秒,女受试者露出臀部
shemochina_391,不当接触：揉捏胸部,1-48秒,女性被男性揉捏胸部
shemochina_392,身体暴露：乳房和隐私部位,1-77秒,女受试者露出胸部和隐私部位
shemochina_393,明显性行为：性行为,1-138秒,男女受试者进行性行为
shemochina_394,明显性行为：性行为,1-130秒,男女受试者进行性行为
shemochina_395,明显性行为：性交,1-43秒,男女受试者进行性交
shemochina_396,身体暴露：乳房,1-144秒,女受试者露出胸部
shemochina_397,明显性行为：性交,1-5秒,男女受试者进行性交
shemochina_398,明显性行为：性行为,1-144秒,男女受试者进行性行为
shemochina_399,不当接触：揉捏胸部,1-111秒,女性被男性揉捏胸部
shemochina_400,身体暴露：臀部,1-8秒,女受试者露出臀部
shemochina_401,身体暴露：乳房,1-15秒,女受试者露出胸部
shemochina_402,不当接触：揉捏胸部,1-11秒,女性被男性揉捏胸部
shemochina_403,不当接触：揉捏胸部,1-30秒,女性被男性揉捏胸部
shemochina_404,身体暴露：私密部位,6-7秒,女受试者露出私密部位
shemochina_405,明显性行为：性交,1-19秒,男女受试者进行性交
shemochina_406,正常,,
shemochina_407,明显性行为：性交,6-23秒,男女受试者进行性交
shemochina_408,正常,,
shemochina_409,正常,,
shemochina_410,不当接触：揉捏胸部,1-99秒,女性被男性揉捏胸部
shemochina_411,正常,,
shemochina_412,明显性行为：性交,3-6秒,男女受试者进行性交
shemochina_413,不当接触：揉捏胸部和触摸私处,1-80秒,女性被男性揉捏胸部和触摸私处
shemochina_414,身体暴露：乳房和私密部位,1-78秒,女受试者露出胸部和私密部位
shemochina_415,明显性行为：性行为,1-332秒,男女受试者进行性行为
shemochina_416,明显性行为：性行为,1-75秒,男女受试者进行性行为
shemochina_417,性暗示动作：具有明显性暗示的动作,1-84秒,女性受试者做出具有性暗示的动作
shemochina_418,明显性行为：性行为,1-96秒,男女受试者进行性行为
shemochina_419,身体暴露：乳房和私密部位,1-102秒,女受试者露出胸部和私密部位
shemochina_420,明显性行为：性交,1-141秒,男女受试者进行性交
shemochina_421,明显性行为：性行为,1-81秒,男女受试者进行性行为
shemochina_422,明显性行为：性行为,1-10秒,男女受试者进行性行为
shemochina_423,身体暴露：乳房和私密部位,1-50秒,女受试者露出胸部和私密部位
shemochina_424,明显性行为：性交,1-50秒,男女受试者进行性交
shemochina_425,明显性行为：性行为,1-45秒,男女受试者进行性行为
shemochina_426,明显性行为：性交,1-15秒,男女受试者进行性交
shemochina_427,身体暴露：乳房,1-12秒,女受试者露出胸部和私密部位
shemochina_428,正常,,
shemochina_429,身体暴露：私密部位,6-8秒,女受试者露出私密部位
shemochina_430,身体暴露：臀部,1-8秒,女受试者露出臀部
shemochina_431,身体暴露：乳房和臀部,1-6秒,女受试者露出胸部和臀部
shemochina_432,身体暴露：乳房,1-5秒,女受试者露出胸部
shemochina_433,明显性行为：性行为,1-5秒,男女受试者进行性行为
shemochina_434,正常,,
shemochina_435,身体暴露：乳房,21-24秒,女受试者露出胸部
shemochina_436,正常,,
shemochina_437,身体暴露：乳房,36-45秒,女受试者露出胸部
shemochina_438,身体暴露：乳房,1-7秒,女受试者露出胸部
shemochina_439,身体暴露：乳房,1-6秒,女受试者露出胸部
,,,
,,,
HoridashP56025_1 ,身体暴露：乳房,1-12秒,女受试者露出胸部
HoridashP56025_2,身体暴露：臀部,1-27秒,女受试者露出臀部
HoridashP56025_3,身体暴露：乳房,1-25秒,女受试者露出胸部
HoridashP56025_4,身体暴露：乳房和隐私部位；不当接触：触摸私处,1-28秒,女受试者露出胸部和隐私部位并触摸
HoridashP56025_5,身体暴露：臀部和隐私部位,1-18秒,女受试者露出臀部和隐私部位
HoridashP56025_6,身体暴露：胸部，臀部和隐私部位,1-78秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_7,身体暴露：臀部,1-7秒,女受试者露出臀部
HoridashP56025_8,正常,,
HoridashP56025_9,身体暴露：乳房,1-24秒,女受试者露出胸部
HoridashP56025_10,身体暴露：臀部和隐私部位,1-11秒,女受试者露出臀部和隐私部位
HoridashP56025_11,身体暴露：隐私部位；不当接触：触摸私处,1-26秒,女受试者露出隐私部位并触摸
HoridashP56025_12,身体暴露：乳房,15-68秒,女受试者露出胸部
HoridashP56025_13,正常,,
HoridashP56025_14,身体暴露：臀部和隐私部位,1-8秒,女受试者露出臀部和隐私部位
HoridashP56025_15,正常,,
HoridashP56025_16,身体暴露：乳房,3-44秒,女受试者露出胸部
HoridashP56025_17,正常,,
HoridashP56025_18,身体暴露：乳房和隐私部位；不当接触：触摸私处,1-28秒,女受试者露出胸部和隐私部位并触摸
HoridashP56025_19,身体暴露：臀部和隐私部位,15-20秒,女受试者露出臀部和隐私部位
HoridashP56025_20,身体暴露：臀部和隐私部位；不当接触：触摸私处,1-46秒,女受试者露出臀部和隐私部位并触摸
HoridashP56025_21,身体暴露：臀部,1-18秒,女受试者露出臀部
HoridashP56025_22,身体暴露：臀部,1-15秒,女受试者露出臀部
HoridashP56025_23,身体暴露：胸部，臀部和隐私部位,1-78秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_24,身体暴露：臀部,1-10秒,女受试者露出臀部
HoridashP56025_25,身体暴露：臀部,1-10秒,女受试者露出臀部
HoridashP56025_26,身体暴露：臀部和隐私部位,1-42秒,女受试者露出臀部和隐私部位
HoridashP56025_27,正常,,
HoridashP56025_28,性暗示动作：具有明显性暗示的动作,1-14秒,女性受试者做出具有性暗示的动作
HoridashP56025_29,身体暴露：臀部,1-4秒,女受试者露出臀部
HoridashP56025_30,正常,,
HoridashP56025_31,身体暴露：臀部,1-15秒,女受试者露出臀部
HoridashP56025_32,身体暴露：乳房和隐私部位,1-27秒,女受试者露出胸部和隐私部位
HoridashP56025_33,身体暴露：臀部,1-20秒,女受试者露出臀部
HoridashP56025_34,明显性行为：性行为,1-29秒,男女受试者进行性行为
HoridashP56025_35,明显性行为：性行为,1-46秒,男女受试者进行性行为
HoridashP56025_36,明显性行为：性行为,1-38秒,男女受试者进行性行为
HoridashP56025_37,明显性行为：性行为,1-86秒,男女受试者进行性行为
HoridashP56025_38,明显性行为：性行为,1-95秒,男女受试者进行性行为
HoridashP56025_39,明显性行为：性行为,1-40秒,男女受试者进行性行为
HoridashP56025_40,明显性行为：性行为,1-25秒,男女受试者进行性行为
HoridashP56025_41,明显性行为：性行为,1-66秒,男女受试者进行性行为
HoridashP56025_42,明显性行为：性行为,1-115秒,男女受试者进行性行为
HoridashP56025_43,明显性行为：性行为,1-8秒,男女受试者进行性行为
HoridashP56025_44,明显性行为：性行为,1-88秒,男女受试者进行性行为
HoridashP56025_45,明显性行为：性行为,1-95秒,男女受试者进行性行为
HoridashP56025_46,明显性行为：性交,1-93秒,男女受试者进行性交
HoridashP56025_47,明显性行为：性行为,1-123秒,男女受试者进行性行为
HoridashP56025_48,明显性行为：性行为,1-16秒,男女受试者进行性行为
HoridashP56025_49,明显性行为：性交,1-111秒,男女受试者进行性交
HoridashP56025_50,明显性行为：性交,1-140秒,男女受试者进行性交
HoridashP56025_51,正常,,
HoridashP56025_52,身体暴露：乳房和隐私部位,1-61秒,女受试者露出胸部和隐私部位
HoridashP56025_53,明显性行为：性交,1-60秒,男女受试者进行性交
HoridashP56025_54,身体暴露：隐私部位,3-9秒,女受试者露出隐私部位
HoridashP56025_55,身体暴露：胸部，臀部和隐私部位,1-69秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_56,正常,,
HoridashP56025_57,明显性行为：性交,1-65秒,男女受试者进行性交
HoridashP56025_58,明显性行为：性行为,1-16秒,男女受试者进行性行为
HoridashP56025_59,身体暴露：乳房和隐私部位,1-12秒,女受试者露出胸部和隐私部位
HoridashP56025_60,明显性行为：性行为,1-48秒,男女受试者进行性行为
HoridashP56025_61,明显性行为：性交,41-140秒,男女受试者进行性交
HoridashP56025_62,身体暴露：胸部，臀部和隐私部位,1-52秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_63,身体暴露：乳房和隐私部位,1-10秒,女受试者露出胸部和隐私部位
HoridashP56025_64,明显性行为：性交,1-94秒,男女受试者进行性交
HoridashP56025_65,明显性行为：性交,1-106秒,男女受试者进行性交
HoridashP56025_66,正常,,
HoridashP56025_67,身体暴露：隐私部位,1-56秒,女受试者露出隐私部位
HoridashP56025_68,明显性行为：性交,1-118秒,男女受试者进行性交
HoridashP56025_69,身体暴露：胸部，臀部和隐私部位,1-94秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_70,明显性行为：性交,1-118秒,男女受试者进行性交
HoridashP56025_71,身体暴露：胸部和隐私部位,1-92秒,女受试者露出胸部和隐私部位
HoridashP56025_72,身体暴露：胸部,1-97秒,女受试者露出胸部
HoridashP56025_73,身体暴露：隐私部位,1-11秒,女受试者露出隐私部位
HoridashP56025_74,身体暴露：胸部和隐私部位,1-13秒,女受试者露出胸部和隐私部位
HoridashP56025_75,明显性行为：性交,7-18秒,男女受试者进行性交
HoridashP56025_76,明显性行为：性交,14-121秒,男女受试者进行性交
HoridashP56025_77,身体暴露：胸部，臀部和隐私部位,1-25秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_78,身体暴露：胸部，臀部和隐私部位,1-60秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_79,明显性行为：性交,1-108秒,男女受试者进行性交
HoridashP56025_80,明显性行为：性行为,1-18秒,男女受试者进行性行为
HoridashP56025_81,身体暴露：隐私部位,65-140秒,女受试者露出隐私部位
HoridashP56025_82,身体暴露：胸部和隐私部位,1-14秒,女受试者露出胸部和隐私部位
HoridashP56025_83,明显性行为：性交,22-127秒,男女受试者进行性交
HoridashP56025_84,身体暴露：胸部和隐私部位,1-25秒,女受试者露出胸部和隐私部位
HoridashP56025_85,身体暴露：臀部和隐私部位,1-15秒,女受试者露出臀部和隐私部位
HoridashP56025_86,身体暴露：臀部和隐私部位,1-20秒,女受试者露出臀部和隐私部位
HoridashP56025_87,明显性行为：性交,1-127秒,男女受试者进行性交
HoridashP56025_88,身体暴露：胸部和隐私部位,1-16秒,女受试者露出胸部和隐私部位
HoridashP56025_89,明显性行为：性行为,1-6秒,男女受试者进行性行为
HoridashP56025_90,身体暴露：胸部,3-7秒,女受试者露出胸部
HoridashP56025_91,明显性行为：性交,1-54秒,男女受试者进行性交
HoridashP56025_92,明显性行为：性行为,7-22秒,男女受试者进行性行为
HoridashP56025_93,明显性行为：性行为,1-20秒,男女受试者进行性行为
HoridashP56025_94,身体暴露：臀部和隐私部位,1-28秒,女受试者露出臀部和隐私部位
HoridashP56025_95,身体暴露：隐私部位,3-16秒,女受试者露出隐私部位
HoridashP56025_96,性暗示动作：具有明显性暗示的动作,1-43秒,女性受试者做出具有性暗示的动作
HoridashP56025_97,身体暴露：胸部,3-6秒,女受试者露出胸部
HoridashP56025_98,身体暴露：胸部和隐私部位,1-11秒,女受试者露出胸部和隐私部位
HoridashP56025_99,身体暴露：胸部和隐私部位,1-11秒,女受试者露出胸部和隐私部位
HoridashP56025_100,明显性行为：性交,1-138秒,男女受试者进行性交
HoridashP56025_101,身体暴露：胸部,1-66秒,女受试者露出胸部
HoridashP56025_102,明显性行为：性交,8-19秒,男女受试者进行性交
HoridashP56025_103,明显性行为：性交,1-140秒,男女受试者进行性交
HoridashP56025_104,身体暴露：胸部,1-11秒,女受试者露出胸部
HoridashP56025_105,身体暴露：胸部，臀部和隐私部位,1-6秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_106,明显性行为：性交,1-140秒,男女受试者进行性交
HoridashP56025_107,身体暴露：胸部，臀部和隐私部位,1-116秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_108,明显性行为：性交,1-138秒,男女受试者进行性交
HoridashP56025_109,明显性行为：性行为,1-13秒,男女受试者进行性行为
HoridashP56025_110,身体暴露：胸部，臀部和隐私部位,1-30秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_111,身体暴露：胸部和隐私部位,1-55秒,女受试者露出胸部和隐私部位
HoridashP56025_112,身体暴露：胸部和隐私部位,1-13秒,女受试者露出胸部和隐私部位
HoridashP56025_113,明显性行为：性交,1-140秒,男女受试者进行性交
HoridashP56025_114,明显性行为：性行为,33-39秒,女受试者进行性行为
HoridashP56025_115,明显性行为：性行为,1-29秒,女受试者进行性行为
HoridashP56025_116,明显性行为：性交,1-77秒,男女受试者进行性交
HoridashP56025_117,身体暴露：胸部和隐私部位,22-63秒,女受试者露出胸部和隐私部位
HoridashP56025_118,身体暴露：胸部，臀部和隐私部位,5-80秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_119,明显性行为：性行为,1-16秒,女受试者进行性行为
HoridashP56025_120,明显性行为：性行为,1-137秒,女受试者进行性行为
HoridashP56025_121,明显性行为：性交,9-19秒,男女受试者进行性交
HoridashP56025_122,身体暴露：胸部和隐私部位,1-11秒,女受试者露出胸部和隐私部位
HoridashP56025_123,身体暴露：臀部和隐私部位,1-42秒,女受试者露出臀部和隐私部位
HoridashP56025_124,身体暴露：胸部和隐私部位,8-19秒,女受试者露出胸部和隐私部位
HoridashP56025_125,身体暴露：胸部,1-59秒,女受试者露出胸部
HoridashP56025_126,性暗示动作：具有明显性暗示的动作,1-125秒,女性受试者做出具有性暗示的动作
HoridashP56025_127,身体暴露：胸部和隐私部位,1-23秒,女受试者露出胸部和隐私部位
HoridashP56025_128,明显性行为：性交,1-47秒,男女受试者进行性交
HoridashP56025_129,身体暴露：臀部,46-60秒,女受试者露出臀部
HoridashP56025_130,明显性行为：性交,1-44秒,男女受试者进行性交
HoridashP56025_131,身体暴露：胸部和隐私部位,1-93秒,女受试者露出胸部和隐私部位
HoridashP56025_132,身体暴露：臀部,9-15秒,女受试者露出臀部
HoridashP56025_133,明显性行为：性交,1-15秒,男女受试者进行性交
HoridashP56025_134,身体暴露：胸部，臀部和隐私部位,1-65秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_135,身体暴露：胸部，臀部和隐私部位,1-20秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_136,身体暴露：胸部,1-14秒,女受试者露出胸部
HoridashP56025_137,身体暴露：胸部,1-13秒,女受试者露出胸部
HoridashP56025_138,身体暴露：隐私部位,1-30秒,女受试者露出隐私部位
HoridashP56025_139,身体暴露：臀部和隐私部位,1-42秒,女受试者露出臀部和隐私部位
HoridashP56025_140,明显性行为：性行为,1-73秒,女受试者进行性行为
HoridashP56025_141,明显性行为：性交,1-61秒,男女受试者进行性交
HoridashP56025_142,明显性行为：性交,14-28秒,男女受试者进行性交
HoridashP56025_143,明显性行为：性行为,1-72秒,女受试者进行性行为
HoridashP56025_144,明显性行为：性行为,1-55秒,女受试者进行性行为
HoridashP56025_145,身体暴露：胸部，臀部和隐私部位,3-19秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_146,身体暴露：胸部，臀部,1-12秒,女受试者露出胸部，臀部
HoridashP56025_147,身体暴露：胸部和隐私部位,1-76秒,女受试者露出胸部和隐私部位
HoridashP56025_148,明显性行为：性行为,1-135秒,女受试者进行性行为
HoridashP56025_149,明显性行为：性行为,1-41秒,女受试者进行性行为
HoridashP56025_150,明显性行为：性行为,1-135秒,女受试者进行性行为
HoridashP56025_151,身体暴露：胸部，臀部和隐私部位,1-35秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_152,身体暴露：胸部和隐私部位；不当接触：触摸私处,1-21秒,女受试者露出胸部和隐私部位并触摸
HoridashP56025_153,明显性行为：性行为,1-5秒,女受试者进行性行为
HoridashP56025_154,身体暴露：臀部和隐私部位,1-19秒,女受试者露出臀部和隐私部位
HoridashP56025_155,身体暴露：臀部和隐私部位,1-8秒,女受试者露出臀部和隐私部位
HoridashP56025_156,明显性行为：性交,1-34秒,男女受试者进行性交
HoridashP56025_157,身体暴露：胸部，臀部和隐私部位,1-15秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_158,明显性行为：性行为,1-20秒,女受试者进行性行为
HoridashP56025_159,身体暴露：臀部和隐私部位,1-71秒,女受试者露出臀部和隐私部位
HoridashP56025_160,明显性行为：性交,1-105秒,男女受试者进行性交
HoridashP56025_161,明显性行为：性行为,1-72秒,女受试者进行性行为
HoridashP56025_162,身体暴露：胸部，臀部和隐私部位,2-15秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_163,明显性行为：性交,1-60秒,男女受试者进行性交
HoridashP56025_164,明显性行为：性交,1-38秒,男女受试者进行性交
HoridashP56025_165,正常,,
HoridashP56025_166,身体暴露：隐私部位,1-12秒,女受试者露出隐私部位
HoridashP56025_167,正常,,
HoridashP56025_168,正常,,
HoridashP56025_169,明显性行为：性交,22-77秒,男女受试者进行性交
HoridashP56025_170,明显性行为：性交,6-17秒,男女受试者进行性交
HoridashP56025_171,明显性行为：性交,6-18秒,男女受试者进行性交
HoridashP56025_172,明显性行为：性交,1-38秒,男女受试者进行性交
HoridashP56025_173,身体暴露：胸部和隐私部位；不当接触：触摸私处,95-117秒,女受试者露出胸部和隐私部位并触摸
HoridashP56025_174,明显性行为：性交和性行为,1-114秒,男女受试者进行性交和性行为
HoridashP56025_175,身体暴露：胸部和隐私部位,2-4秒,女受试者露出胸部和隐私部位
HoridashP56025_176,明显性行为：性行为,33-39秒,女受试者进行性行为
HoridashP56025_177,身体暴露：胸部，臀部和隐私部位,1-13秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_178,身体暴露：胸部，臀部和隐私部位,1-11秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_179,身体暴露：胸部,1-30秒,女受试者露出胸部
HoridashP56025_180,正常,,
HoridashP56025_181,身体暴露：臀部和隐私部位,1-9秒,女受试者露出臀部和隐私部位
HoridashP56025_182,性暗示动作：具有明显性暗示的动作,1-43秒,女性受试者做出具有性暗示的动作
HoridashP56025_183,身体暴露：胸部,1-60秒,女受试者露出胸部
HoridashP56025_184,明显性行为：性交,1-116秒,男女受试者进行性交
HoridashP56025_185,正常,,
HoridashP56025_186,明显性行为：性行为,1-96秒,女受试者进行性行为
HoridashP56025_187,身体暴露：胸部,1-45秒,女受试者露出胸部
HoridashP56025_188,明显性行为：性行为,3-74秒,女受试者进行性行为
HoridashP56025_189,明显性行为：性行为,7-21秒,女受试者进行性行为
HoridashP56025_190,身体暴露：胸部和隐私部位；不当接触：触摸私处,103-117秒,女受试者露出胸部和隐私部位并触摸
HoridashP56025_191,身体暴露：胸部，臀部和隐私部位,1-11秒,女受试者露出胸部，臀部和隐私部位
HoridashP56025_192,身体暴露：胸部和隐私部位,2-15秒,女受试者露出胸部和隐私部位
